ksize,stride,n_layers,n_hid,drop_mult,wd,moms,emb_sz,bptt,lrate,bs,accuracy
1,1,2,576,1.0,0.1,(0.8, 0.7),56,75,0.01,1024,0.3266145884990692
1,1,2,576,0.1,0.001,(0.98, 0.9),128,125,0.005,512,0.3361227810382843
1,1,3,1152,1.0,0.1,(0.9, 0.8),104,125,0.005,512,0.33668532967567444
1,1,3,1152,1.0,0.001,(0.98, 0.9),128,100,0.01,1024,0.27274999022483826
1,1,2,576,1.0,0.001,(0.98, 0.9),104,100,0.005,512,0.3372005224227905
1,1,4,576,0.1,0.01,(0.9, 0.8),104,75,0.002,512,0.345531702041626
1,1,3,1152,0.1,0.01,(0.98, 0.9),128,125,0.01,1024,0.20753321051597595
1,1,3,1152,0.1,0.01,(0.98, 0.9),56,100,0.002,1024,0.235169917345047
1,1,4,576,0.1,0.001,(0.98, 0.9),128,100,0.005,1024,0.2073691338300705
1,1,4,1152,1.0,0.01,(0.9, 0.8),128,75,0.002,512,0.2093706578016281
1,1,3,576,0.1,0.1,(0.9, 0.8),56,100,0.01,1024,0.28584176301956177
1,1,3,1152,0.1,0.01,(0.9, 0.8),128,100,0.005,512,0.3483680486679077
1,1,4,576,1.0,0.001,(0.98, 0.9),104,125,0.005,512,0.30411383509635925
1,1,3,576,1.0,0.1,(0.8, 0.7),104,75,0.002,1024,0.30916884541511536
1,1,4,576,0.1,0.001,(0.9, 0.8),104,100,0.005,512,0.20722657442092896
1,1,4,576,0.1,0.1,(0.98, 0.9),104,100,0.005,1024,0.20923633873462677
1,1,3,1152,0.1,0.001,(0.98, 0.9),56,100,0.002,512,0.31520184874534607
1,1,4,576,0.1,0.1,(0.98, 0.9),56,100,0.002,1024,0.3005136549472809
1,1,4,1152,0.1,0.01,(0.9, 0.8),128,125,0.005,1024,0.2073691487312317
1,1,3,576,1.0,0.1,(0.98, 0.9),56,125,0.01,512,0.32921430468559265
1,1,3,1152,1.0,0.001,(0.9, 0.8),56,75,0.01,512,0.33628037571907043
1,1,2,1152,0.1,0.1,(0.8, 0.7),56,100,0.002,1024,0.30623242259025574
1,1,4,576,1.0,0.1,(0.8, 0.7),128,100,0.005,1024,0.2073632776737213
1,1,3,1152,0.1,0.01,(0.9, 0.8),56,75,0.002,1024,0.3070638179779053
1,1,2,1152,0.1,0.01,(0.98, 0.9),128,75,0.002,512,0.34758469462394714
1,1,4,576,1.0,0.001,(0.8, 0.7),56,75,0.002,512,0.3147678077220917
1,1,4,1152,0.1,0.001,(0.9, 0.8),104,125,0.005,512,0.2637835144996643
1,1,4,576,1.0,0.1,(0.8, 0.7),104,100,0.01,1024,0.20916016399860382
1,1,4,1152,1.0,0.001,(0.8, 0.7),128,75,0.002,512,0.2093077301979065
1,1,2,576,0.1,0.001,(0.8, 0.7),104,125,0.002,512,0.3140402138233185
1,1,2,576,0.1,0.1,(0.98, 0.9),104,125,0.005,1024,0.30598437786102295
1,1,4,1152,0.1,0.001,(0.9, 0.8),128,75,0.005,1024,0.20743274688720703
1,1,2,1152,1.0,0.01,(0.9, 0.8),128,125,0.002,512,0.3151741027832031
1,1,2,576,1.0,0.1,(0.8, 0.7),56,100,0.01,512,0.33282768726348877
1,1,4,1152,1.0,0.001,(0.8, 0.7),104,125,0.002,1024,0.30079489946365356
1,1,2,1152,1.0,0.01,(0.8, 0.7),56,100,0.01,1024,0.3051132559776306
1,1,3,576,0.1,0.1,(0.98, 0.9),104,100,0.002,1024,0.3067362904548645
1,1,3,1152,1.0,0.001,(0.9, 0.8),104,75,0.01,1024,0.26656031608581543
1,1,3,1152,0.1,0.1,(0.98, 0.9),104,75,0.002,512,0.3480338752269745
1,1,4,576,0.1,0.1,(0.9, 0.8),104,125,0.01,512,0.20733705163002014
1,1,3,576,0.1,0.01,(0.8, 0.7),56,125,0.01,512,0.20928573608398438
1,1,4,1152,1.0,0.1,(0.8, 0.7),56,125,0.005,512,0.2073415219783783
1,1,3,1152,0.1,0.001,(0.9, 0.8),128,125,0.005,1024,0.2410000115633011
1,1,3,576,0.1,0.001,(0.9, 0.8),56,100,0.002,512,0.31224390864372253
1,1,2,576,0.1,0.01,(0.98, 0.9),56,75,0.01,1024,0.3141167461872101
1,1,2,576,0.1,0.01,(0.9, 0.8),104,125,0.002,512,0.32089510560035706
1,1,4,1152,0.1,0.001,(0.98, 0.9),128,75,0.002,512,0.21789278090000153
1,1,4,1152,1.0,0.001,(0.8, 0.7),128,75,0.01,1024,0.20742405951023102
1,1,3,576,1.0,0.1,(0.9, 0.8),56,125,0.01,1024,0.20750978589057922
1,1,2,1152,0.1,0.01,(0.98, 0.9),56,100,0.005,1024,0.310734361410141
1,1,3,1152,0.1,0.1,(0.8, 0.7),56,75,0.002,512,0.20722438395023346
1,1,3,1152,1.0,0.01,(0.98, 0.9),104,100,0.01,512,0.22730033099651337
1,1,4,576,0.1,0.01,(0.8, 0.7),104,75,0.005,1024,0.20743274688720703
1,1,3,576,1.0,0.001,(0.98, 0.9),128,100,0.002,512,0.3148784637451172
1,1,2,1152,0.1,0.01,(0.98, 0.9),104,125,0.005,512,0.33668527007102966
1,1,4,576,0.1,0.001,(0.98, 0.9),104,75,0.01,1024,0.3274804949760437
1,1,2,576,1.0,0.001,(0.9, 0.8),104,125,0.01,1024,0.3182617425918579
1,1,4,1152,1.0,0.01,(0.9, 0.8),56,125,0.005,1024,0.20916017889976501
1,1,3,1152,0.1,0.001,(0.98, 0.9),128,100,0.002,1024,0.30836719274520874
1,1,2,1152,1.0,0.001,(0.98, 0.9),56,75,0.002,1024,0.3044726550579071
1,1,2,1152,1.0,0.1,(0.9, 0.8),128,100,0.002,512,0.32922959327697754
1,1,2,576,0.1,0.01,(0.98, 0.9),104,75,0.002,512,0.33959636092185974
1,1,3,1152,1.0,0.01,(0.8, 0.7),128,100,0.01,512,0.28881725668907166
1,1,3,576,1.0,0.001,(0.9, 0.8),128,75,0.005,1024,0.31328341364860535
1,1,4,576,0.1,0.001,(0.8, 0.7),104,125,0.002,512,0.3032054007053375
1,1,4,1152,0.1,0.01,(0.8, 0.7),128,125,0.002,512,0.2092834711074829
1,1,2,576,1.0,0.001,(0.9, 0.8),128,125,0.002,512,0.31647324562072754
1,1,3,1152,1.0,0.001,(0.98, 0.9),104,100,0.005,512,0.3460372984409332
1,1,2,1152,0.1,0.1,(0.98, 0.9),104,125,0.002,512,0.32045313715934753
1,1,2,576,1.0,0.01,(0.9, 0.8),104,75,0.002,512,0.3335200250148773
1,1,2,576,1.0,0.001,(0.8, 0.7),56,75,0.002,512,0.31747180223464966
1,1,4,1152,1.0,0.001,(0.8, 0.7),104,100,0.01,512,0.20786891877651215
1,1,2,1152,0.1,0.01,(0.9, 0.8),128,100,0.01,1024,0.3160820007324219
1,1,2,1152,0.1,0.1,(0.9, 0.8),128,125,0.002,1024,0.28297266364097595
1,1,2,576,1.0,0.001,(0.9, 0.8),56,100,0.002,1024,0.31046873331069946
1,1,2,1152,1.0,0.1,(0.9, 0.8),128,125,0.01,512,0.3387767970561981
1,1,4,576,0.1,0.001,(0.98, 0.9),56,125,0.01,512,0.2966897189617157
1,1,4,1152,1.0,0.01,(0.8, 0.7),128,100,0.005,1024,0.20798632502555847
1,1,4,1152,0.1,0.01,(0.9, 0.8),104,75,0.005,1024,0.2391471415758133
1,1,2,1152,1.0,0.01,(0.8, 0.7),104,75,0.002,1024,0.31198135018348694
1,1,4,576,0.1,0.01,(0.8, 0.7),56,100,0.002,512,0.31203338503837585
1,1,4,1152,1.0,0.01,(0.98, 0.9),56,75,0.005,1024,0.20928819477558136
1,1,4,576,1.0,0.1,(0.9, 0.8),128,125,0.01,1024,0.29730862379074097
1,1,2,1152,1.0,0.001,(0.9, 0.8),104,100,0.01,512,0.3399044871330261
1,1,3,1152,0.1,0.001,(0.8, 0.7),128,75,0.01,512,0.20722438395023346
1,1,3,576,0.1,0.001,(0.8, 0.7),128,100,0.002,1024,0.3090761601924896
1,1,2,576,0.1,0.1,(0.98, 0.9),56,75,0.01,1024,0.31838759779930115
1,1,3,1152,0.1,0.001,(0.9, 0.8),56,100,0.002,512,0.3336023986339569
1,1,3,576,0.1,0.1,(0.9, 0.8),104,100,0.002,1024,0.3100664019584656
1,1,3,576,0.1,0.001,(0.98, 0.9),56,75,0.002,1024,0.30841144919395447
1,1,3,576,1.0,0.01,(0.98, 0.9),128,75,0.002,1024,0.30786022543907166
1,1,4,576,0.1,0.1,(0.9, 0.8),56,100,0.002,512,0.30904731154441833
1,1,3,576,0.1,0.01,(0.9, 0.8),56,100,0.01,1024,0.27759766578674316
1,1,4,576,1.0,0.1,(0.9, 0.8),128,125,0.002,512,0.30689510703086853
1,1,4,1152,1.0,0.001,(0.98, 0.9),56,75,0.005,512,0.2094097137451172
1,1,2,576,0.1,0.001,(0.98, 0.9),104,125,0.01,1024,0.3106152415275574
1,1,2,1152,0.1,0.01,(0.8, 0.7),104,125,0.005,1024,0.31281641125679016
1,1,3,576,0.1,0.001,(0.9, 0.8),104,125,0.01,512,0.2263258993625641
1,1,3,576,0.1,0.001,(0.9, 0.8),56,125,0.002,512,0.3108549118041992
1,1,3,1152,0.1,0.001,(0.9, 0.8),56,100,0.01,1024,0.20756641030311584
1,1,3,1152,1.0,0.001,(0.9, 0.8),56,125,0.005,1024,0.20915040373802185
1,1,3,1152,0.1,0.001,(0.8, 0.7),56,100,0.005,512,0.20722439885139465
1,1,4,576,1.0,0.1,(0.9, 0.8),104,75,0.002,512,0.31479814648628235
1,1,3,1152,1.0,0.01,(0.8, 0.7),128,75,0.005,512,0.254498690366745
1,1,2,1152,1.0,0.001,(0.9, 0.8),104,125,0.002,512,0.3148549199104309
1,1,4,1152,0.1,0.001,(0.98, 0.9),56,75,0.005,512,0.20722438395023346
1,1,3,576,0.1,0.001,(0.98, 0.9),56,125,0.002,512,0.30987054109573364
1,1,4,576,1.0,0.001,(0.98, 0.9),128,100,0.01,1024,0.20934763550758362
1,1,3,576,0.1,0.1,(0.9, 0.8),128,125,0.01,1024,0.22762304544448853
1,1,3,576,1.0,0.1,(0.98, 0.9),104,125,0.01,1024,0.2752129137516022
1,1,2,576,0.1,0.01,(0.9, 0.8),56,100,0.01,1024,0.31102147698402405
1,1,2,1152,1.0,0.001,(0.8, 0.7),104,100,0.01,512,0.3399609327316284
1,1,2,1152,0.1,0.001,(0.8, 0.7),104,100,0.002,1024,0.30961328744888306
1,1,4,576,0.1,0.001,(0.98, 0.9),56,100,0.005,512,0.32852429151535034
1,1,3,576,0.1,0.01,(0.8, 0.7),128,125,0.005,1024,0.31001564860343933
1,1,4,1152,1.0,0.01,(0.8, 0.7),56,100,0.01,512,0.20744356513023376
1,1,3,576,1.0,0.1,(0.98, 0.9),128,75,0.005,1024,0.3154231905937195
1,1,4,1152,1.0,0.01,(0.98, 0.9),128,125,0.01,1024,0.20737501978874207
1,1,3,576,1.0,0.01,(0.8, 0.7),128,125,0.002,512,0.3104977607727051
1,1,2,576,1.0,0.001,(0.98, 0.9),104,75,0.002,1024,0.30770614743232727
1,1,4,576,0.1,0.01,(0.9, 0.8),104,75,0.01,1024,0.2148958295583725
1,1,3,576,1.0,0.001,(0.8, 0.7),56,75,0.002,512,0.33157768845558167
1,1,3,576,1.0,0.1,(0.9, 0.8),56,100,0.01,1024,0.32906442880630493
1,1,2,1152,1.0,0.001,(0.98, 0.9),56,100,0.002,1024,0.3127714991569519
1,1,3,576,0.1,0.001,(0.8, 0.7),56,75,0.002,1024,0.30351996421813965
1,1,2,1152,0.1,0.01,(0.8, 0.7),128,100,0.01,1024,0.3154648244380951
1,1,2,1152,0.1,0.01,(0.8, 0.7),56,100,0.002,512,0.3121115267276764
1,1,2,576,1.0,0.1,(0.9, 0.8),56,100,0.005,512,0.3352994918823242
1,1,3,576,0.1,0.001,(0.98, 0.9),56,75,0.005,1024,0.3021289110183716
1,1,2,576,1.0,0.001,(0.9, 0.8),128,75,0.002,512,0.3356640636920929
1,1,2,576,1.0,0.1,(0.9, 0.8),104,100,0.002,1024,0.3064550757408142
1,1,3,576,1.0,0.01,(0.9, 0.8),128,75,0.002,512,0.3371701240539551
1,1,2,576,0.1,0.001,(0.9, 0.8),56,100,0.005,1024,0.3110038936138153
1,1,2,576,1.0,0.001,(0.9, 0.8),104,75,0.01,512,0.33916017413139343
1,1,4,1152,0.1,0.01,(0.98, 0.9),104,125,0.002,1024,0.30609962344169617
1,1,2,576,0.1,0.1,(0.8, 0.7),104,75,0.005,1024,0.3216015696525574
1,1,3,576,0.1,0.01,(0.98, 0.9),128,100,0.005,1024,0.31187108159065247
1,1,2,576,1.0,0.1,(0.98, 0.9),104,100,0.005,512,0.32842883467674255
1,1,3,576,0.1,0.001,(0.9, 0.8),128,75,0.01,1024,0.2075173705816269
1,1,3,1152,0.1,0.001,(0.9, 0.8),128,125,0.005,512,0.2651160955429077
1,1,2,1152,1.0,0.01,(0.8, 0.7),104,125,0.005,1024,0.3106367588043213
1,1,2,576,1.0,0.001,(0.9, 0.8),128,100,0.01,1024,0.32737109065055847
1,1,4,1152,0.1,0.001,(0.9, 0.8),104,75,0.01,512,0.3242317736148834
1,1,2,1152,0.1,0.1,(0.98, 0.9),128,100,0.005,1024,0.31666210293769836
1,1,4,1152,1.0,0.01,(0.98, 0.9),56,100,0.002,1024,0.30000388622283936
1,1,4,576,1.0,0.1,(0.8, 0.7),104,100,0.01,1024,0.20735545456409454
1,1,3,1152,0.1,0.1,(0.9, 0.8),56,100,0.002,1024,0.2268359363079071
1,1,3,1152,0.1,0.1,(0.9, 0.8),104,100,0.005,512,0.2093098908662796
1,1,3,1152,1.0,0.001,(0.98, 0.9),104,75,0.01,1024,0.30922308564186096
1,1,3,1152,1.0,0.01,(0.98, 0.9),128,75,0.01,512,0.34660375118255615
1,1,3,576,1.0,0.1,(0.98, 0.9),56,100,0.01,512,0.33454644680023193
1,1,3,576,0.1,0.01,(0.8, 0.7),56,100,0.002,1024,0.3066464960575104
1,1,4,576,1.0,0.01,(0.98, 0.9),56,125,0.002,1024,0.2963945269584656
1,1,2,1152,0.1,0.01,(0.98, 0.9),104,125,0.01,512,0.34687724709510803
1,1,3,1152,0.1,0.01,(0.9, 0.8),104,100,0.002,512,0.33738279342651367
1,1,4,1152,0.1,0.001,(0.98, 0.9),104,125,0.005,1024,0.20916017889976501
1,1,3,1152,1.0,0.1,(0.8, 0.7),128,125,0.01,1024,0.20781642198562622
1,1,4,576,1.0,0.1,(0.9, 0.8),128,100,0.005,512,0.33368271589279175
1,1,4,1152,1.0,0.1,(0.8, 0.7),104,100,0.005,512,0.20722439885139465
1,1,2,1152,1.0,0.1,(0.9, 0.8),56,75,0.01,1024,0.3282508850097656
1,1,2,576,0.1,0.1,(0.98, 0.9),128,75,0.005,1024,0.32847657799720764
1,1,3,576,1.0,0.01,(0.98, 0.9),104,100,0.002,1024,0.310308575630188
1,1,3,1152,1.0,0.001,(0.98, 0.9),56,75,0.01,1024,0.20934896171092987
1,1,4,1152,1.0,0.1,(0.8, 0.7),104,125,0.002,512,0.20733483135700226
1,1,4,576,0.1,0.1,(0.98, 0.9),128,75,0.01,512,0.20722438395023346
1,1,2,1152,1.0,0.01,(0.9, 0.8),128,100,0.01,512,0.3408137857913971
1,1,2,576,1.0,0.001,(0.8, 0.7),128,75,0.002,1024,0.3133116364479065
1,1,4,576,1.0,0.1,(0.9, 0.8),56,75,0.002,512,0.31154951453208923
1,1,2,576,1.0,0.001,(0.9, 0.8),56,100,0.005,1024,0.3085039258003235
1,1,2,576,0.1,0.01,(0.98, 0.9),56,100,0.005,1024,0.2969042658805847
1,1,4,576,0.1,0.001,(0.9, 0.8),56,125,0.002,1024,0.29860353469848633
1,1,4,576,1.0,0.1,(0.9, 0.8),128,125,0.01,512,0.20733705163002014
1,1,3,1152,1.0,0.001,(0.98, 0.9),104,125,0.002,1024,0.30280470848083496
1,1,3,1152,0.1,0.001,(0.9, 0.8),128,100,0.01,1024,0.21045701205730438
1,1,4,1152,0.1,0.001,(0.8, 0.7),104,125,0.01,512,0.20733705163002014
1,1,4,576,1.0,0.001,(0.98, 0.9),56,100,0.01,1024,0.2093261480331421
1,1,4,1152,1.0,0.001,(0.8, 0.7),128,100,0.01,512,0.20931856334209442
1,1,3,1152,1.0,0.01,(0.9, 0.8),128,75,0.002,1024,0.30922526121139526
1,1,3,576,1.0,0.01,(0.9, 0.8),128,75,0.005,1024,0.3256358504295349
1,1,2,576,0.1,0.1,(0.98, 0.9),104,75,0.002,512,0.3395572900772095
1,1,4,576,1.0,0.01,(0.98, 0.9),128,75,0.005,512,0.28214845061302185
1,1,3,576,1.0,0.001,(0.98, 0.9),56,125,0.005,1024,0.30769532918930054
1,1,4,576,0.1,0.1,(0.98, 0.9),128,100,0.002,1024,0.2972031235694885
1,1,3,576,1.0,0.1,(0.98, 0.9),56,100,0.002,1024,0.30027344822883606
1,1,2,1152,0.1,0.01,(0.9, 0.8),128,125,0.002,512,0.3098750114440918
1,1,4,1152,0.1,0.01,(0.98, 0.9),56,100,0.002,512,0.3331206738948822
1,1,2,576,0.1,0.1,(0.9, 0.8),128,100,0.01,1024,0.3205898404121399
1,1,3,576,1.0,0.001,(0.98, 0.9),56,125,0.005,512,0.3168526589870453
1,1,2,1152,0.1,0.01,(0.98, 0.9),56,100,0.01,1024,0.2677617073059082
1,1,3,1152,0.1,0.1,(0.9, 0.8),104,75,0.005,1024,0.20743274688720703
1,1,2,576,0.1,0.01,(0.98, 0.9),128,125,0.002,1024,0.30080273747444153
1,1,4,1152,1.0,0.001,(0.8, 0.7),104,125,0.01,1024,0.20916017889976501
1,1,3,1152,1.0,0.001,(0.9, 0.8),56,75,0.01,1024,0.20743055641651154
1,1,2,576,1.0,0.001,(0.8, 0.7),56,100,0.01,512,0.33851778507232666
1,1,2,1152,1.0,0.1,(0.8, 0.7),128,100,0.01,512,0.32837456464767456
1,1,2,1152,1.0,0.1,(0.98, 0.9),104,75,0.005,1024,0.3113042414188385
1,1,2,1152,0.1,0.01,(0.98, 0.9),128,75,0.01,512,0.34941408038139343
1,1,3,576,1.0,0.01,(0.8, 0.7),104,100,0.01,512,0.240609809756279
1,1,2,1152,1.0,0.001,(0.8, 0.7),128,100,0.01,512,0.34215274453163147
1,1,3,1152,1.0,0.1,(0.9, 0.8),128,100,0.005,512,0.33774957060813904
1,1,4,576,1.0,0.1,(0.8, 0.7),104,125,0.01,512,0.2968147397041321
1,1,3,576,1.0,0.1,(0.98, 0.9),128,100,0.002,512,0.31409066915512085
1,1,4,1152,1.0,0.01,(0.8, 0.7),128,75,0.01,1024,0.20927952229976654
1,1,3,576,0.1,0.01,(0.98, 0.9),128,125,0.002,1024,0.3069101572036743
1,1,4,1152,0.1,0.01,(0.9, 0.8),56,125,0.005,1024,0.28827735781669617
1,1,2,576,0.1,0.01,(0.9, 0.8),104,75,0.005,1024,0.31323784589767456
1,1,3,576,1.0,0.1,(0.8, 0.7),128,125,0.005,1024,0.3092246353626251
1,1,3,576,1.0,0.1,(0.98, 0.9),104,100,0.005,1024,0.22512301802635193
1,1,2,576,0.1,0.01,(0.9, 0.8),104,100,0.01,512,0.34508243203163147
1,1,3,1152,0.1,0.01,(0.98, 0.9),128,100,0.002,512,0.3415299355983734
1,1,2,1152,1.0,0.1,(0.9, 0.8),56,75,0.002,512,0.33055344223976135
1,1,2,1152,1.0,0.001,(0.98, 0.9),128,75,0.01,512,0.3477083742618561
1,1,2,576,1.0,0.001,(0.8, 0.7),56,125,0.005,1024,0.30579298734664917
1,1,4,1152,1.0,0.01,(0.9, 0.8),56,100,0.005,1024,0.2073691338300705
1,1,3,1152,1.0,0.001,(0.8, 0.7),128,125,0.002,1024,0.3060820400714874
1,1,3,576,1.0,0.1,(0.9, 0.8),128,125,0.002,1024,0.30479493737220764
1,1,3,1152,1.0,0.01,(0.8, 0.7),56,100,0.002,512,0.2994813323020935
1,1,3,576,0.1,0.1,(0.9, 0.8),56,100,0.01,512,0.20770832896232605
1,1,4,1152,1.0,0.001,(0.98, 0.9),56,100,0.005,1024,0.2213750183582306
1,1,2,576,0.1,0.01,(0.98, 0.9),56,75,0.01,1024,0.30917319655418396
1,1,3,576,0.1,0.01,(0.98, 0.9),104,100,0.002,1024,0.3107988238334656
1,1,2,576,1.0,0.001,(0.8, 0.7),56,125,0.01,1024,0.30814647674560547
1,1,3,1152,1.0,0.001,(0.98, 0.9),104,125,0.002,1024,0.30338671803474426
1,1,2,576,0.1,0.1,(0.9, 0.8),128,100,0.002,512,0.3339258134365082
1,1,2,576,1.0,0.1,(0.9, 0.8),128,75,0.005,1024,0.3244401216506958
1,1,2,1152,1.0,0.01,(0.8, 0.7),128,100,0.002,1024,0.31071874499320984
1,1,2,1152,0.1,0.01,(0.9, 0.8),104,125,0.002,1024,0.30836915969848633
1,1,4,576,1.0,0.1,(0.9, 0.8),128,75,0.005,1024,0.21180987358093262
1,1,2,576,1.0,0.1,(0.9, 0.8),128,75,0.002,1024,0.3132009506225586
1,1,4,1152,1.0,0.001,(0.9, 0.8),128,75,0.01,1024,0.20743274688720703
1,1,2,1152,1.0,0.001,(0.8, 0.7),56,100,0.005,512,0.33184459805488586
1,1,3,576,0.1,0.1,(0.8, 0.7),56,100,0.002,512,0.3096722960472107
1,1,2,576,0.1,0.001,(0.8, 0.7),56,125,0.005,512,0.31898215413093567
1,1,4,576,0.1,0.01,(0.9, 0.8),128,75,0.002,1024,0.3116992115974426
1,1,2,1152,0.1,0.1,(0.98, 0.9),56,125,0.002,1024,0.30549609661102295
1,1,2,576,0.1,0.1,(0.8, 0.7),128,100,0.002,512,0.34209415316581726
1,1,2,1152,0.1,0.01,(0.8, 0.7),128,75,0.002,512,0.3460786044597626
1,1,2,1152,0.1,0.001,(0.9, 0.8),104,125,0.01,1024,0.2992812693119049
1,1,4,1152,1.0,0.01,(0.9, 0.8),104,75,0.005,1024,0.22413629293441772
1,1,3,1152,0.1,0.01,(0.9, 0.8),56,75,0.005,1024,0.2092534750699997
1,1,3,576,1.0,0.01,(0.98, 0.9),56,125,0.002,1024,0.2075527459383011
1,1,2,576,0.1,0.1,(0.8, 0.7),128,100,0.002,1024,0.309939444065094
1,1,2,1152,0.1,0.1,(0.98, 0.9),56,75,0.005,1024,0.316631942987442
1,1,4,576,1.0,0.1,(0.9, 0.8),104,125,0.002,512,0.3097009062767029
1,1,3,1152,1.0,0.001,(0.9, 0.8),104,100,0.002,1024,0.3071073889732361
1,1,3,576,1.0,0.1,(0.8, 0.7),56,100,0.002,1024,0.30485936999320984
1,1,2,1152,1.0,0.1,(0.9, 0.8),56,75,0.01,1024,0.3305598795413971
1,1,3,1152,1.0,0.1,(0.98, 0.9),56,100,0.01,512,0.33552730083465576
1,1,3,1152,0.1,0.1,(0.8, 0.7),128,75,0.002,1024,0.20926432311534882
1,1,3,1152,0.1,0.1,(0.98, 0.9),56,125,0.002,1024,0.22203518450260162
